,price_level,rating,user_ratings_total,lat,lng,names_clean,contacts,full_address,district,zip_code,opening_hours,food_type,food_type_2,phone,user_ratings_yelp,rating_yelp,price_level_yelp
63,2.0,4.4,265.0,52.5452029,13.3691943,alaturka,[{'phone': [{'value': '+493046067412'}]}],"Alaturka, Reinickendorfer Straße 109, 13347 Berlin, Deutschland","['Wedding', 'Gesundbrunnen']",13347,,middle eastern,turkish,493046067412.0,,,
64,2.0,4.1,666.0,52.5054954,13.3022181,alberts,"[{'phone': [{'value': '+493036726707'}, {'value': '+493054734009', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+4949493036726707', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}], 'fax': [{'value': '030 39839702', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://alberts-restaurants.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}, {'id': '200-2000-0368'}]}], 'email': [{'value': 'info@alberts-restaurants.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Albert's, Scharnweberstraße 16, 13405 Berlin, Deutschland","['Wedding', 'Reinickendorf', 'Tegel']",13405,Mon-Thu: 09:00 - 23:59,american,italian,493036726707.0,,,
65,2.0,4.1,662.0,52.4788542,13.327734,alcatraz,"[{'phone': [{'value': '+49303482406', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+49308534654'}, {'value': '+4949308534654', 'categories': [{'id': '100-1000-0000'}]}], 'fax': [{'value': '030 8534656', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://m.alcatrazberlin.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.alcatrazberlin.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'alcatraz@me.com', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'info@alcatraz-berlin.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Alcatraz, Bundesplatz 6, 10715 Berlin, Deutschland",Wilmersdorf,10715,Mon-Sun: 12:00 - 12:00,european,german,49303482406.0,,,
66,1.0,4.2,587.0,52.5529404,13.4139298,aldente,"[{'phone': [{'value': '+493044715023'}], 'www': [{'value': 'http://www.aldente-berlin.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.restaurant-aldente.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.restaurante-aldente.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Aldente, Schönhauser Allee 103, 10439 Berlin, Deutschland","['Prenzlauer Berg', 'Pankow']",10439,Mon-Sun: 09:00 - 23:59,european,italian,493044715023.0,,,
67,1.0,4.1,867.0,52.5507259,13.3850178,aldimashqi,[{'phone': [{'value': '+4917637799424'}]}],"Aldimashqi, Grüntaler Straße 1, 13357 Berlin, Deutschland","['Wedding', 'Gesundbrunnen']",13357,,middle eastern,middle eastern,4917637799424.0,,,
68,,4.7,426.0,52.5155196,13.4708684,aleppo supper club,"[{'phone': [{'value': '+491777435533'}], 'www': [{'value': 'https://alepposupper.club'}]}]","Aleppo Supper Club, Rigaer Straße 58, 10247 Berlin, Deutschland","['Prenzlauer Berg', 'Friedrichshain']",10247,Mon-Sun: 11:00 - 23:00,middle eastern,middle eastern,491777435533.0,,,
69,2.0,4.5,768.0,52.5045043,13.4431748,alex berlin mercedes platz,"[{'phone': [{'value': '+4930233210660'}], 'www': [{'value': 'http://www.dein-alex.de/berlin-mercedes-platz', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'alex-berlin-mercedes-platz@dein-alex.de', 'categories': [{'id': '100-1100-0000'}, {'id': '200-2000-0011'}, {'id': '600-6300-0244'}]}]}]","Alex Berlin Mercedes Platz, Hedwig-Wachenheim-Straße 14, 10243 Berlin, Deutschland",Friedrichshain,10243,Mon-Thu: 08:00 - 24:00,european,international,4930233210660.0,,,
70,2.0,3.9,736.0,52.5100083,13.3732867,alex berlin sony center,"[{'phone': [{'value': '+493023097950'}], 'fax': [{'value': '0611 160581', 'categories': [{'id': '100-1000-0000'}, {'id': '600-6300-0244'}]}], 'www': [{'value': 'http://www.dein-alex.de/berlin-sonycenter', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '200-2000-0011'}, {'id': '600-6300-0244'}]}, {'value': 'https://www.dein-alex.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '600-6300-0244'}]}, {'value': 'https://www.dein-alex.de/dein-alex-berlin-sonycenter', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '200-2000-0011'}, {'id': '600-6300-0244'}]}], 'email': [{'value': 'alex-berlin-sonycenter@dein-alex.de'}]}]","Alex Berlin SONY Center, Potsdamer Straße 4, 10785 Berlin, Deutschland","['Tiergarten', 'Schöneberg', 'Kreuzberg']",10785,Mon-Thu: 08:00 - 01:00,international,german,493023097950.0,,,
71,,4.7,126.0,52.5338912,13.4019413,alimentari,"[{'phone': [{'value': '+493053604815'}], 'www': [{'value': 'https://www.facebook.com/Alimentari-161379140712777', 'categories': [{'id': '100-1000-0000'}]}]}]","Alimentari, Fehrbelliner Straße 54, 10119 Berlin, Deutschland","['Mitte', 'Prenzlauer Berg']",10119,Mon-Sat: 10:00 - 22:00,european,sandwiches,493053604815.0,,,
72,,4.3,85.0,52.5278399,13.338261,alimentari e vini,"[{'phone': [{'value': '+493039835088'}], 'www': [{'value': 'http://www.alimentari.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}, {'id': '600-6300-0066'}]}]}]","Alimentari E Vini, Arminiusstraße 2, 10551 Berlin, Deutschland",Moabit,10551,,european,sandwiches,493039835088.0,,,
73,,4.7,157.0,52.5405604,13.4052422,alin gaza kitchen,[{'phone': [{'value': '+491773432095'}]}],"Alin Gaza Kitchen, Müllerstraße 47A, 13349 Berlin, Deutschland",Wedding,13349,,vegetarian or vegan,vegan,491773432095.0,,,
74,,4.1,66.0,52.54136,13.3703699,allegro,"[{'phone': [{'value': '+49304617045'}, {'value': '+4949304617045'}], 'www': [{'value': 'https://www.ristorante-allegro.de'}]}]","Allegro, Reinickendorfer Straße 8, 13347 Berlin, Deutschland","['Wedding', 'Gesundbrunnen']",13347,Mon-Sun: 11:30 - 23:59,european,italian,49304617045.0,,,
75,2.0,4.0,354.0,52.5437299,13.4235456,alois s,"[{'phone': [{'value': '+493044719680'}], 'www': [{'value': 'http://www.aloiss.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Alois S., Senefelderstraße 18, 10437 Berlin, Deutschland",Prenzlauer Berg,10437,Mon-Fri: 16:00 - 02:00,mediterranean,european,493044719680.0,,,
76,,4.5,569.0,52.4958936,13.3956719,alsancak simit sarayi,"[{'phone': [{'value': '+493070071999'}], 'www': [{'value': 'http://alsancak-simitsarayi.de'}, {'value': 'http://www.alsancak-berlin.de'}]}]","Alsancak Simit Sarayi, Blücherstraße 9, 10961 Berlin, Deutschland",Kreuzberg,10961,Mon-Sun: 07:00 - 21:00,turkish,middle eastern,493070071999.0,,,
77,,4.2,10.0,52.56334220000001,13.3276446,altberliner imbiss am kutschi,[{'phone': [{'value': '+493049874939'}]}],"Altberliner Imbiss am Kutschi, Kurt-Schumacher-Damm 1, 13405 Berlin, Deutschland","['Wedding', 'Reinickendorf', 'Tegel']",13405,Mon-Fri: 10:00 - 18:00,american,fastfood,493049874939.0,,,
78,,4.1,503.0,52.51765,13.405916,altberliner weissbierstube,"[{'phone': [{'value': '+49302424454'}, {'value': '+4949302424454', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}], 'www': [{'value': 'https://www.alt-berliner-weissbierstube.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@alt-berliner-weissbierstube.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'info@altberliner-weissbierstube.de', 'categories': [{'id': '700-7200-0253'}]}]}]","Altberliner Weißbierstube, Rathausstraße 21, 10178 Berlin, Deutschland",Mitte,10178,Mon-Sun: 11:00 - 24:00,european,german,49302424454.0,,,
79,2.0,4.1,2032.0,52.514443,13.3813895,altberliner wirtshaus,"[{'phone': [{'value': '+493024720945'}], 'www': [{'value': 'http://www.altberliner-wirtshaus.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'https://www.altberliner-wirtshaus-nikolaiviertel.de/das-wirtshaus'}]}]","Alt-Berliner Wirtshaus, Poststraße 4, 10178 Berlin, Deutschland",Mitte,10178,Mon-Sun: 11:30 - 23:00,european,organic,493024720945.0,,,
80,2.0,4.5,159.0,52.465743,13.3779907,alte dorfecke,"[{'phone': [{'value': '+49307518992'}], 'www': [{'value': 'http://m.facebook.com/pages/Alte-Dorfecke/1945929332305536?locale=de_DE', 'categories': [{'id': '100-1000-0000'}]}]}]","Alte Dorfecke, Alt-Tempelhof 61, 12103 Berlin, Deutschland","['Schöneberg', 'Tempelhof', 'Mariendorf']",12103,Mon-Sun: 12:00 - 23:59,european,german,49307518992.0,,,
81,1.0,3.9,820.0,52.5639368,13.3638758,alte forno,,"Alte Forno, Warschauer Straße 62, 10243 Berlin, Deutschland",Friedrichshain,10243,,european,burgers,,,,
82,,4.3,1113.0,52.5072181,13.4652653,alte turnhalle berlin,[{'phone': [{'value': '+493029364816'}]}],"Alte Turnhalle Berlin, Holteistraße 6, 10245 Berlin, Deutschland",Friedrichshain,10245,,mexican,mexican,493029364816.0,,,
83,2.0,4.1,392.0,52.5267028,13.4010695,altes europa,"[{'phone': [{'value': '+493028093840'}, {'value': '+493028385588', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}]}], 'www': [{'value': 'http://www.alteseuropa.com', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '200-2000-0011'}]}], 'email': [{'value': 'sommer@europastrand.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}]}]","Altes Europa, Gipsstraße 11, 10119 Berlin, Deutschland","['Mitte', 'Prenzlauer Berg']",10119,Mon-Sun: 12:00 - 23:59,international,japanese,493028093840.0,,,
84,,3.9,8.0,52.5284104,13.37775,alto,"[{'phone': [{'value': '+49302007560', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+49302007670'}, {'value': '+4949302007670'}], 'www': [{'value': 'https://www.adinahotels.com/en/apartments/berlin-checkpoint-charlie/dining'}], 'email': [{'value': 'rest.aber@adina.eu'}]}]","Alto, Krausenstraße 35, 10117 Berlin, Deutschland",Mitte,10117,,international,european,49302007560.0,,,
85,,4.4,150.0,52.4885595,13.4300031,alu,"[{'phone': [{'value': '+4917670314183'}, {'value': '+4917671906621'}]}]","[A'Lu], Nansenstraße 3, 12047 Berlin, Deutschland",Neukölln,12047,"Mon-Thu, Sat, Sun: 12:00 - 24:00",mediterranean,greek,4917670314183.0,,,
86,,4.5,137.0,52.522082,13.3841128,alvis,"[{'phone': [{'value': '+493030886560'}], 'fax': [{'value': '+49 (30) 308 86 100', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}]}, {'value': '030 30886100', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.alvis-restaurant.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0010'}, {'id': '200-2000-0011'}]}], 'email': [{'value': 'kontakt@alvis-restaurant.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}]}]}]","ALvis, Albrechtstraße 8, 10117 Berlin, Deutschland",Mitte,10117,Mon-Sun: 06:00 - 23:00,european,german,493030886560.0,,,
87,2.0,4.5,358.0,52.4482009,13.337462,am rosengarten,"[{'phone': [{'value': '+493074788530'}, {'value': '+4991319746585'}], 'www': [{'value': 'http://restaurant-amrosengarten.de'}]}]","Restaurant am Rosengarten, Albrechtstraße 47, 12167 Berlin, Deutschland",Steglitz,12167,Mon: 12:00 - 19:00,european,german,493074788530.0,,,
88,,4.0,165.0,52.50439610000001,13.4430997,amar mercedes platz,"[{'phone': [{'value': '+493029387880'}, {'value': '+493029387889'}, {'value': '+493085625660'}], 'www': [{'value': 'https://amar-berlin.de/restaurants/mercedes-platz'}], 'email': [{'value': 'berlin.buero@deananddavid.com'}, {'value': 'info@amar-berlin.de'}]}]","Amar Mercedes Platz, Mühlenstraße, 10243 Berlin, Deutschland",Friedrichshain,10243,Mon-Sun: 10:00 - 21:00,indian,asian,493029387880.0,,,
89,1.0,3.7,107.0,52.5437185,13.4377533,ambe,"[{'phone': [{'value': '+493042804455'}], 'www': [{'value': 'ambe-berlin.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Ambe, Naugarder Straße 40, 10409 Berlin, Deutschland",Prenzlauer Berg,10409,Mon-Sun: 12:00 - 23:00,indian,german,493042804455.0,,,
90,2.0,3.4,435.0,52.5111114,13.4565335,amber,"[{'phone': [{'value': '+493066779412'}], 'www': [{'value': 'http://www.ambersuite.info'}, {'value': 'https://www.facebook.com/pages/Amber/160133620675174', 'categories': [{'id': '100-1000-0000'}]}]}]","Amber, Simon-Dach-Straße 8, 10245 Berlin, Deutschland",Friedrichshain,10245,"Mon-Sat: 00:00 - 01:00, 12:00 - 23:59",indian,german,493066779412.0,,,
91,2.0,4.0,485.0,52.5023497,13.3534939,ambrosius,"[{'phone': [{'value': '+49302640526'}, {'value': '+4949302640526', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.gaststaette-ambrosius.de'}], 'email': [{'value': 'thomas.masche@freenet.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Ambrosius, Karl-Heinrich-Ulrichs-Straße 14, 10785 Berlin, Deutschland","['Tiergarten', 'Schöneberg', 'Kreuzberg']",10785,Mon-Sun: 08:00 - 23:59,european,german,49302640526.0,,,
92,2.0,4.7,651.0,52.4672963,13.3824459,amera,"[{'phone': [{'value': '+49307742009'}, {'value': '+4949307742009', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.restaurant-amera.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@restaurant-amera.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Amera, Borussiastraße 62, 12103 Berlin, Deutschland","['Schöneberg', 'Tempelhof', 'Mariendorf']",12103,Mon-Sun: 12:00 - 12:00,european,pizza,49307742009.0,,,
93,,2.2,65.0,52.5583324,13.3862959,american burger,"[{'phone': [{'value': '+493070227004'}], 'www': [{'value': 'bringbutler.de/shopstart_amer%e2%80%a6', 'categories': [{'id': '100-1000-0009'}]}, {'value': 'http://www.hamhamamericanburger.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0009'}]}]}]","American Burger, Prinzenallee 37, 13359 Berlin, Deutschland","['Wedding', 'Gesundbrunnen']",13359,Mon-Sat: 15:00 - 23:59,european,american,493070227004.0,,,
94,,5.0,2.0,52.59820329999999,13.3505022,american western saloon,"[{'phone': [{'value': '+493040728780'}], 'fax': [{'value': '+493041702962', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.western-saloon.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '200-2000-0015'}]}], 'email': [{'value': 'music@western-saloon.de', 'categories': [{'id': '100-1000-0000'}]}]}]","American Western Saloon, Wilhelmsruher Damm 142, 13439 Berlin, Deutschland","['Wittenau', 'Märkisches Viertel']",13439,Mon-Sat: 19:00 - 01:00,american,american,493040728780.0,,,
95,2.0,4.2,1294.0,52.4927192,13.3871617,amici amici,"[{'phone': [{'value': '+493074684121'}, {'value': '+494974684121', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.amici-amici.de'}], 'email': [{'value': 'hello@marcmayer.info', 'categories': [{'id': '100-1000-0000'}]}]}]","Amici Amici, Mehringdamm 40, 10961 Berlin, Deutschland",Kreuzberg,10961,Mon-Sun: 12:00 - 23:59,european,italian,493074684121.0,,,
96,,4.5,287.0,52.495559,13.361503,amitie,"[{'phone': [{'value': '+493085623077'}, {'value': '+49493085623077'}], 'www': [{'value': 'http://Cafeamitie-berlin.business.site'}, {'value': 'http://www.facebook.com/cafeamitie'}], 'email': [{'value': 'amitieberlin@gmail.com'}]}]","Restaurant Amitié, Potsdamer Straße 151, 10783 Berlin, Deutschland",Schöneberg,10783,"Mon, Fri: 17:00 - 23:00",middle eastern,moroccan,493085623077.0,,,
97,1.0,4.5,488.0,52.491931,13.411917,ammamma,"[{'phone': [{'value': '+493074073516'}], 'www': [{'value': 'http://www.ammamma.de'}, {'value': 'http://www.ammamma.de/index.html'}], 'email': [{'value': 'ammamma-restau@hotmail.com'}]}]","Ammamma, Urbanstraße 28, 10967 Berlin, Deutschland","['Kreuzberg', 'Neukölln']",10967,Mon-Sun: 12:00 - 12:00,indian,indian,493074073516.0,,,
98,2.0,4.4,630.0,52.4936,13.4273,ammazza che pizza,"[{'phone': [{'value': '+493089616556'}], 'www': [{'value': 'http://www.ammazza.de'}], 'email': [{'value': 'info@ammazza.de', 'categories': [{'id': '100-1100-0000'}]}]}]","Ammazza Che Pizza, Maybachufer 21, 12047 Berlin, Deutschland",Neukölln,12047,Tue-Sun: 11:30 - 22:30,european,pizza,493089616556.0,,,
99,1.0,4.0,428.0,52.5254249,13.3298958,an nam,"[{'phone': [{'value': '+493039103729'}], 'www': [{'value': 'http://www.annamsushivietnamesethaicuisine.de'}, {'value': 'http://www.asiaannam.de'}]}]","An Nam, Gotzkowskystraße 10, 10555 Berlin, Deutschland","['Moabit', 'Hansaviertel']",10555,Mon-Fri: 11:30 - 22:00,asian,thai,493039103729.0,,,
100,2.0,4.8,100.0,52.5076133,13.3196194,anabelas kitchen,"[{'phone': [{'value': '+493028701224'}], 'fax': [{'value': '030 28701226'}], 'www': [{'value': 'http://www.anabelas-kitchen.de'}], 'email': [{'value': 'mail@anabelas-kitchen.de'}]}]","Anabelas Kitchen, Pestalozzistraße 3, 10625 Berlin, Deutschland",Charlottenburg,10625,Tue-Sat: 18:00 - 23:30,mediterranean,european,493028701224.0,,,
101,1.0,4.5,113.0,52.55385,13.38325,anadolu grill,"[{'phone': [{'value': '+49304949399'}, {'value': '+4949304949399', 'categories': [{'id': '100-1000-0000'}]}]}]","Anadolu Grill, Prinzenallee 12, 13357 Berlin, Deutschland","['Wedding', 'Gesundbrunnen']",13357,Mon-Fri: 06:00 - 23:00,middle eastern,turkish,49304949399.0,,,
102,,4.5,172.0,52.52097080000001,13.3221349,anatolische kuche,"[{'phone': [{'value': '+4915737481006'}], 'www': [{'value': 'http://de-de.facebook.com/AnatolischeKuche'}, {'value': 'http://www.anatolische-kueche.de'}, {'value': 'https://www.facebook.com/AnatolischeKuche'}]}]","Anatolische Küche, Helmholtzstraße 1A, 10587 Berlin, Deutschland",Charlottenburg,10587,Mon-Fri: 10:00 - 16:30,middle eastern,turkish,4915737481006.0,,,
103,,4.9,83.0,52.4901035,13.4032687,ancom kitchen,"[{'phone': [{'value': '+493028661514'}], 'www': [{'value': 'http://www.ancomkitchen.de'}]}]","Ancom Kitchen, Gneisenaustraße 62, 10961 Berlin, Deutschland",Kreuzberg,10961,Mon-Fri: 11:00 - 22:30,asian,vietnamese,493028661514.0,,,
104,2.0,4.4,320.0,52.5204287,13.355973,angkor wat,"[{'phone': [{'value': '+49303933922'}, {'value': '+4949303933922', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.angkorwat.kambodschareise.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}, {'value': 'http://www.angkorwatrestaurant.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'jacquelinemyrrhe@gmx.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Angkor Wat, Paulstraße 22, 10557 Berlin, Deutschland","['Moabit', 'Hansaviertel', 'Tiergarten']",10557,Tue-Fri: 18:00 - 23:00,asian,asian,49303933922.0,,,
105,1.0,4.1,389.0,52.5237938,13.4091964,angry chicken,"[{'phone': [{'value': '+493023458283'}], 'www': [{'value': 'http://www.angry-chicken.com'}], 'email': [{'value': 'info@angry-chicken.com'}]}]","Angry Chicken, Rosa-Luxemburg-Straße 7, 10178 Berlin, Deutschland",Mitte,10178,"Mon-Thu, Sun: 11:00 - 22:00",asian,korean,493023458283.0,,,
106,2.0,4.4,288.0,52.4873589,13.3263076,anh ba,"[{'phone': [{'value': '+493068400481'}], 'www': [{'value': 'http://www.anhba.de'}, {'value': 'http://www.facebook.com/anhbaberlin'}]}]","Anh BA, Nassauische Straße 36, 10717 Berlin, Deutschland",Wilmersdorf,10717,Mon-Thu: 11:30 - 22:00,asian,vietnamese,493068400481.0,,,
107,1.0,4.6,361.0,52.5397382,13.4190703,anh dao,"[{'phone': [{'value': '+493044328168'}, {'value': '+49493044352707'}], 'www': [{'value': 'https://www.anhdao-indochinesischespezialitaetenberlin.de'}]}]","Anh Dao, Danziger Straße 42, 10435 Berlin, Deutschland","['Mitte', 'Prenzlauer Berg']",10435,,asian,vietnamese,493044328168.0,,,
108,,4.8,229.0,52.4661592,13.4323586,anh em,"[{'phone': [{'value': '+491624782754'}, {'value': '+491625394920'}], 'www': [{'value': 'https://www.facebook.com/Anh-Em-Restaurant-220041356117158'}]}]","Anh Em Restaurant, Hermannstraße 154, 12051 Berlin, Deutschland",Neukölln,12051,Mon-Sun: 12:00 - 22:30,asian,japanese,491624782754.0,,,
109,2.0,4.6,344.0,52.5496402,13.4186713,anh thi,"[{'phone': [{'value': '+493068833648'}, {'value': '+49493068833648'}], 'www': [{'value': 'http://www.anhthi.de'}]}]","Anh Thi, Scherenbergstraße 27, 10439 Berlin, Deutschland","['Prenzlauer Berg', 'Pankow']",10439,,asian,vietnamese,493068833648.0,,,
110,,2.4,85.0,52.4587606,13.5125324,anima e cuore,"[{'phone': [{'value': '+493053212887'}], 'www': [{'value': 'http://www.restauranteanimaecuore.de'}]}]","Anima E Cuore, Brückenstraße 14, 12439 Berlin, Deutschland",Niederschöneweide,12439,Mon-Sun: 11:00 - 23:00,european,pizza,493053212887.0,,,
111,2.0,4.4,484.0,52.5169465,13.5275035,antica pizzicheria,"[{'phone': [{'value': '+493024354317'}], 'www': [{'value': 'http://antica-pizzicheria.com'}], 'email': [{'value': 'info@antica-pizzicheria.com'}]}]","Antica Pizzicheria, Reinhardtstraße 37, 10117 Berlin, Deutschland",Mitte,10117,Mon-Sat: 09:00 - 23:00,european,pizza,493024354317.0,,,
